"n","mean_minutes","sd_minutes","p1_minutes","p1_75_minutes","p5_minutes","p25_minutes","median_minutes","p75_minutes","p95_minutes","p98_25_minutes","p99_minutes","max_minutes","n_prereg_trim"
4553,119.512101910828,818.82619810155,0.1,0.144333333333334,0.266666666666667,3.05,12.7833333333333,21.8166666666667,157.753333333333,1448.33233333333,2934.46999999998,14881.4833333333,160
